Hall,Room,Type,Sqft,College,Region,Elevator,Bathroom,AC,Floor,FilePath,Wawa,UStore,Nassau Street,Jadwin Gym,Frist,Street,EQuad,Dillon,RoomID
1901,101,TRIPLE,444,UPPERCLASS,SLUMS,NO,NONE,NO,0,FloorPlan/UPPERCLASS/1901/0.pdf,7,3,6,16,8,9,17,5,1901101
1901,102,DOUBLE,335,UPPERCLASS,SLUMS,NO,NONE,NO,0,FloorPlan/UPPERCLASS/1901/0.pdf,7,3,6,16,8,9,17,5,1901102
1901,103,SINGLE,155,UPPERCLASS,SLUMS,NO,NONE,NO,0,FloorPlan/UPPERCLASS/1901/0.pdf,7,3,6,16,8,9,17,5,1901103
1901,104,TRIPLE,404,UPPERCLASS,SLUMS,NO,NONE,NO,0,FloorPlan/UPPERCLASS/1901/0.pdf,7,3,6,16,8,9,17,5,1901104
1901,105,SINGLE,142,UPPERCLASS,SLUMS,NO,NONE,NO,0,FloorPlan/UPPERCLASS/1901/0.pdf,7,3,6,16,8,9,17,5,1901105
1901,111,SINGLE,122,UPPERCLASS,SLUMS,NO,NONE,NO,1,FloorPlan/UPPERCLASS/1901/1.pdf,7,3,6,16,8,9,17,5,1901111
1901,112,DOUBLE,402,UPPERCLASS,SLUMS,NO,NONE,NO,1,FloorPlan/UPPERCLASS/1901/1.pdf,7,3,6,16,8,9,17,5,1901112
1901,113,SINGLE,194,UPPERCLASS,SLUMS,NO,NONE,NO,1,FloorPlan/UPPERCLASS/1901/1.pdf,7,3,6,16,8,9,17,5,1901113
1901,114,SINGLE,191,UPPERCLASS,SLUMS,NO,NONE,NO,1,FloorPlan/UPPERCLASS/1901/1.pdf,7,3,6,16,8,9,17,5,1901114
1901,115,DOUBLE,380,UPPERCLASS,SLUMS,NO,NONE,NO,1,FloorPlan/UPPERCLASS/1901/1.pdf,7,3,6,16,8,9,17,5,1901115
1901,116,SINGLE,183,UPPERCLASS,SLUMS,NO,NONE,NO,1,FloorPlan/UPPERCLASS/1901/1.pdf,7,3,6,16,8,9,17,5,1901116
1901,117,DOUBLE,370,UPPERCLASS,SLUMS,NO,NONE,NO,1,FloorPlan/UPPERCLASS/1901/1.pdf,7,3,6,16,8,9,17,5,1901117
1901,118,TRIPLE,427,UPPERCLASS,SLUMS,NO,NONE,NO,1,FloorPlan/UPPERCLASS/1901/1.pdf,7,3,6,16,8,9,17,5,1901118
1901,119,DOUBLE,337,UPPERCLASS,SLUMS,NO,NONE,NO,1,FloorPlan/UPPERCLASS/1901/1.pdf,7,3,6,16,8,9,17,5,1901119
1901,121,SINGLE,122,UPPERCLASS,SLUMS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1901/2.pdf,7,3,6,16,8,9,17,5,1901121
1901,122,QUAD,503,UPPERCLASS,SLUMS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1901/2.pdf,7,3,6,16,8,9,17,5,1901122
1901,123,QUAD,502,UPPERCLASS,SLUMS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1901/2.pdf,7,3,6,16,8,9,17,5,1901123
1901,124,DOUBLE,336,UPPERCLASS,SLUMS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1901/2.pdf,7,3,6,16,8,9,17,5,1901124
1901,125,QUAD,498,UPPERCLASS,SLUMS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1901/2.pdf,7,3,6,16,8,9,17,5,1901125
1901,126,SINGLE,167,UPPERCLASS,SLUMS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1901/2.pdf,7,3,6,16,8,9,17,5,1901126
1901,131,QUAD,482,UPPERCLASS,SLUMS,NO,MALE,NO,3,FloorPlan/UPPERCLASS/1901/3.pdf,7,3,6,16,8,9,17,5,1901131
1901,132,SINGLE,219,UPPERCLASS,SLUMS,NO,MALE,NO,3,FloorPlan/UPPERCLASS/1901/3.pdf,7,3,6,16,8,9,17,5,1901132
1901,133,TRIPLE,415,UPPERCLASS,SLUMS,NO,MALE,NO,3,FloorPlan/UPPERCLASS/1901/3.pdf,7,3,6,16,8,9,17,5,1901133
1901,141,QUAD,799,UPPERCLASS,SLUMS,NO,NONE,NO,4,FloorPlan/UPPERCLASS/1901/4.pdf,7,3,6,16,8,9,17,5,1901141
1901,201,SINGLE,173,UPPERCLASS,SLUMS,NO,NONE,NO,0,FloorPlan/UPPERCLASS/1901/0.pdf,7,3,6,16,8,9,17,5,1901201
1901,202,DOUBLE,375,UPPERCLASS,SLUMS,NO,NONE,NO,0,FloorPlan/UPPERCLASS/1901/0.pdf,7,3,6,16,8,9,17,5,1901202
1901,203,DOUBLE,345,UPPERCLASS,SLUMS,NO,NONE,NO,0,FloorPlan/UPPERCLASS/1901/0.pdf,7,3,6,16,8,9,17,5,1901203
1901,212,TRIPLE,378,UPPERCLASS,SLUMS,NO,FEMALE,NO,1,FloorPlan/UPPERCLASS/1901/1.pdf,7,3,6,16,8,9,17,5,1901212
1901,213,SINGLE,144,UPPERCLASS,SLUMS,NO,FEMALE,NO,1,FloorPlan/UPPERCLASS/1901/1.pdf,7,3,6,16,8,9,17,5,1901213
1901,214,SINGLE,153,UPPERCLASS,SLUMS,NO,FEMALE,NO,1,FloorPlan/UPPERCLASS/1901/1.pdf,7,3,6,16,8,9,17,5,1901214
1901,215,DOUBLE,349,UPPERCLASS,SLUMS,NO,FEMALE,NO,1,FloorPlan/UPPERCLASS/1901/1.pdf,7,3,6,16,8,9,17,5,1901215
1901,221,DOUBLE,331,UPPERCLASS,SLUMS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1901/2.pdf,7,3,6,16,8,9,17,5,1901221
1901,222,SINGLE,87,UPPERCLASS,SLUMS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1901/2.pdf,7,3,6,16,8,9,17,5,1901222
1901,223,SINGLE,157,UPPERCLASS,SLUMS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1901/2.pdf,7,3,6,16,8,9,17,5,1901223
1901,224,SINGLE,148,UPPERCLASS,SLUMS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1901/2.pdf,7,3,6,16,8,9,17,5,1901224
1901,225,SINGLE,145,UPPERCLASS,SLUMS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1901/2.pdf,7,3,6,16,8,9,17,5,1901225
1901,226,SINGLE,139,UPPERCLASS,SLUMS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1901/2.pdf,7,3,6,16,8,9,17,5,1901226
1901,232,SINGLE,139,UPPERCLASS,SLUMS,NO,MALE,NO,3,FloorPlan/UPPERCLASS/1901/3.pdf,7,3,6,16,8,9,17,5,1901232
1901,233,SINGLE,174,UPPERCLASS,SLUMS,NO,MALE,NO,3,FloorPlan/UPPERCLASS/1901/3.pdf,7,3,6,16,8,9,17,5,1901233
1901,234,SINGLE,156,UPPERCLASS,SLUMS,NO,MALE,NO,3,FloorPlan/UPPERCLASS/1901/3.pdf,7,3,6,16,8,9,17,5,1901234
1901,235,SINGLE,176,UPPERCLASS,SLUMS,NO,MALE,NO,3,FloorPlan/UPPERCLASS/1901/3.pdf,7,3,6,16,8,9,17,5,1901235
1901,301,QUAD,556,UPPERCLASS,SLUMS,NO,NONE,NO,0,FloorPlan/UPPERCLASS/1901/0.pdf,7,3,6,16,8,9,17,5,1901301
1901,311,DOUBLE,363,UPPERCLASS,SLUMS,NO,NONE,NO,1,FloorPlan/UPPERCLASS/1901/1.pdf,7,3,6,16,8,9,17,5,1901311
1901,312,DOUBLE,355,UPPERCLASS,SLUMS,NO,NONE,NO,1,FloorPlan/UPPERCLASS/1901/1.pdf,7,3,6,16,8,9,17,5,1901312
1901,313,DOUBLE,364,UPPERCLASS,SLUMS,NO,NONE,NO,1,FloorPlan/UPPERCLASS/1901/1.pdf,7,3,6,16,8,9,17,5,1901313
1901,314,SINGLE,185,UPPERCLASS,SLUMS,NO,NONE,NO,1,FloorPlan/UPPERCLASS/1901/1.pdf,7,3,6,16,8,9,17,5,1901314
1901,321,SINGLE,128,UPPERCLASS,SLUMS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1901/2.pdf,7,3,6,16,8,9,17,5,1901321
1901,322,DOUBLE,296,UPPERCLASS,SLUMS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1901/2.pdf,7,3,6,16,8,9,17,5,1901322
1901,323,SINGLE,190,UPPERCLASS,SLUMS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1901/2.pdf,7,3,6,16,8,9,17,5,1901323
1901,324,DOUBLE,246,UPPERCLASS,SLUMS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1901/2.pdf,7,3,6,16,8,9,17,5,1901324
1901,325,SINGLE,160,UPPERCLASS,SLUMS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1901/2.pdf,7,3,6,16,8,9,17,5,1901325
1901,331,QUAD,686,UPPERCLASS,SLUMS,NO,MALE,NO,3,FloorPlan/UPPERCLASS/1901/3.pdf,7,3,6,16,8,9,17,5,1901331
1901,332,SINGLE,119,UPPERCLASS,SLUMS,NO,MALE,NO,3,FloorPlan/UPPERCLASS/1901/3.pdf,7,3,6,16,8,9,17,5,1901332
1901,333,SINGLE,144,UPPERCLASS,SLUMS,NO,MALE,NO,3,FloorPlan/UPPERCLASS/1901/3.pdf,7,3,6,16,8,9,17,5,1901333
1901,334,SINGLE,142,UPPERCLASS,SLUMS,NO,MALE,NO,3,FloorPlan/UPPERCLASS/1901/3.pdf,7,3,6,16,8,9,17,5,1901334
1901,335,SINGLE,158,UPPERCLASS,SLUMS,NO,MALE,NO,3,FloorPlan/UPPERCLASS/1901/3.pdf,7,3,6,16,8,9,17,5,1901335
1901,401,SINGLE,154,UPPERCLASS,SLUMS,NO,FEMALE,NO,0,FloorPlan/UPPERCLASS/1901/0.pdf,7,3,6,16,8,9,17,5,1901401
1901,402,SINGLE,186,UPPERCLASS,SLUMS,NO,FEMALE,NO,0,FloorPlan/UPPERCLASS/1901/0.pdf,7,3,6,16,8,9,17,5,1901402
1901,403,TRIPLE,414,UPPERCLASS,SLUMS,NO,FEMALE,NO,0,FloorPlan/UPPERCLASS/1901/0.pdf,7,3,6,16,8,9,17,5,1901403
1901,404,SINGLE,190,UPPERCLASS,SLUMS,NO,FEMALE,NO,0,FloorPlan/UPPERCLASS/1901/0.pdf,7,3,6,16,8,9,17,5,1901404
1901,405,SINGLE,196,UPPERCLASS,SLUMS,NO,FEMALE,NO,0,FloorPlan/UPPERCLASS/1901/0.pdf,7,3,6,16,8,9,17,5,1901405
1901,411,TRIPLE,839,UPPERCLASS,SLUMS,NO,NONE,NO,1,FloorPlan/UPPERCLASS/1901/1.pdf,7,3,6,16,8,9,17,5,1901411
1901,413,TRIPLE,459,UPPERCLASS,SLUMS,NO,NONE,NO,1,FloorPlan/UPPERCLASS/1901/1.pdf,7,3,6,16,8,9,17,5,1901413
1901,421,DOUBLE,351,UPPERCLASS,SLUMS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1901/2.pdf,7,3,6,16,8,9,17,5,1901421
1901,431,DOUBLE,330,UPPERCLASS,SLUMS,NO,MALE,NO,3,FloorPlan/UPPERCLASS/1901/3.pdf,7,3,6,16,8,9,17,5,1901431
1901,441,DOUBLE,372,UPPERCLASS,SLUMS,NO,NONE,NO,4,FloorPlan/UPPERCLASS/1901/4.pdf,7,3,6,16,8,9,17,5,1901441
1901,222A,SINGLE,92,UPPERCLASS,SLUMS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1901/2.pdf,7,3,6,16,8,9,17,5,1901222A
1901,223A,SINGLE,129,UPPERCLASS,SLUMS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1901/2.pdf,7,3,6,16,8,9,17,5,1901223A
1903,111,SINGLE,170,UPPERCLASS,MID-CAMPUS,NO,FEMALE,NO,1,FloorPlan/UPPERCLASS/1903/1.pdf,9,6,8,13,4,6,15,1,1903111
1903,112,SINGLE,204,UPPERCLASS,MID-CAMPUS,NO,FEMALE,NO,1,FloorPlan/UPPERCLASS/1903/1.pdf,9,6,8,13,4,6,15,1,1903112
1903,113,SINGLE,180,UPPERCLASS,MID-CAMPUS,NO,FEMALE,NO,1,FloorPlan/UPPERCLASS/1903/1.pdf,9,6,8,13,4,6,15,1,1903113
1903,114,SINGLE,162,UPPERCLASS,MID-CAMPUS,NO,FEMALE,NO,1,FloorPlan/UPPERCLASS/1903/1.pdf,9,6,8,13,4,6,15,1,1903114
1903,121,SINGLE,173,UPPERCLASS,MID-CAMPUS,NO,MALE,NO,2,FloorPlan/UPPERCLASS/1903/2.pdf,9,6,8,13,4,6,15,1,1903121
1903,123,QUAD,503,UPPERCLASS,MID-CAMPUS,NO,MALE,NO,2,FloorPlan/UPPERCLASS/1903/2.pdf,9,6,8,13,4,6,15,1,1903123
1903,124,SINGLE,174,UPPERCLASS,MID-CAMPUS,NO,MALE,NO,2,FloorPlan/UPPERCLASS/1903/2.pdf,9,6,8,13,4,6,15,1,1903124
1903,125,SINGLE,179,UPPERCLASS,MID-CAMPUS,NO,MALE,NO,2,FloorPlan/UPPERCLASS/1903/2.pdf,9,6,8,13,4,6,15,1,1903125
1903,126,SINGLE,165,UPPERCLASS,MID-CAMPUS,NO,MALE,NO,2,FloorPlan/UPPERCLASS/1903/2.pdf,9,6,8,13,4,6,15,1,1903126
1903,131,SINGLE,184,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,3,FloorPlan/UPPERCLASS/1903/3.pdf,9,6,8,13,4,6,15,1,1903131
1903,132,DOUBLE,318,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,3,FloorPlan/UPPERCLASS/1903/3.pdf,9,6,8,13,4,6,15,1,1903132
1903,133,SINGLE,233,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,3,FloorPlan/UPPERCLASS/1903/3.pdf,9,6,8,13,4,6,15,1,1903133
1903,134,SINGLE,172,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,3,FloorPlan/UPPERCLASS/1903/3.pdf,9,6,8,13,4,6,15,1,1903134
1903,135,SINGLE,131,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,3,FloorPlan/UPPERCLASS/1903/3.pdf,9,6,8,13,4,6,15,1,1903135
1903,136,SINGLE,166,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,3,FloorPlan/UPPERCLASS/1903/3.pdf,9,6,8,13,4,6,15,1,1903136
1903,141,DOUBLE,378,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,4,FloorPlan/UPPERCLASS/1903/4.pdf,9,6,8,13,4,6,15,1,1903141
1903,142,SINGLE,165,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,4,FloorPlan/UPPERCLASS/1903/4.pdf,9,6,8,13,4,6,15,1,1903142
1903,143,SINGLE,185,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,4,FloorPlan/UPPERCLASS/1903/4.pdf,9,6,8,13,4,6,15,1,1903143
1903,211,SINGLE,176,UPPERCLASS,MID-CAMPUS,NO,,NO,1,FloorPlan/UPPERCLASS/1903/1.pdf,9,6,8,13,4,6,15,1,1903211
1903,212,SINGLE,205,UPPERCLASS,MID-CAMPUS,NO,,NO,1,FloorPlan/UPPERCLASS/1903/1.pdf,9,6,8,13,4,6,15,1,1903212
1903,213,DOUBLE,252,UPPERCLASS,MID-CAMPUS,NO,,NO,1,FloorPlan/UPPERCLASS/1903/1.pdf,9,6,8,13,4,6,15,1,1903213
1903,214,SINGLE,234,UPPERCLASS,MID-CAMPUS,NO,,NO,1,FloorPlan/UPPERCLASS/1903/1.pdf,9,6,8,13,4,6,15,1,1903214
1903,215,SINGLE,185,UPPERCLASS,MID-CAMPUS,NO,,NO,1,FloorPlan/UPPERCLASS/1903/1.pdf,9,6,8,13,4,6,15,1,1903215
1903,216,SINGLE,206,UPPERCLASS,MID-CAMPUS,NO,,NO,1,FloorPlan/UPPERCLASS/1903/1.pdf,9,6,8,13,4,6,15,1,1903216
1903,221,SINGLE,176,UPPERCLASS,MID-CAMPUS,NO,MALE,NO,2,FloorPlan/UPPERCLASS/1903/2.pdf,9,6,8,13,4,6,15,1,1903221
1903,222,SINGLE,178,UPPERCLASS,MID-CAMPUS,NO,MALE,NO,2,FloorPlan/UPPERCLASS/1903/2.pdf,9,6,8,13,4,6,15,1,1903222
1903,224,SINGLE,175,UPPERCLASS,MID-CAMPUS,NO,MALE,NO,2,FloorPlan/UPPERCLASS/1903/2.pdf,9,6,8,13,4,6,15,1,1903224
1903,225,SINGLE,177,UPPERCLASS,MID-CAMPUS,NO,MALE,NO,2,FloorPlan/UPPERCLASS/1903/2.pdf,9,6,8,13,4,6,15,1,1903225
1903,226,TRIPLE,433,UPPERCLASS,MID-CAMPUS,NO,MALE,NO,2,FloorPlan/UPPERCLASS/1903/2.pdf,9,6,8,13,4,6,15,1,1903226
1903,227,SINGLE,185,UPPERCLASS,MID-CAMPUS,NO,MALE,NO,2,FloorPlan/UPPERCLASS/1903/2.pdf,9,6,8,13,4,6,15,1,1903227
1903,228,SINGLE,196,UPPERCLASS,MID-CAMPUS,NO,MALE,NO,2,FloorPlan/UPPERCLASS/1903/2.pdf,9,6,8,13,4,6,15,1,1903228
1903,231,SINGLE,182,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,3,FloorPlan/UPPERCLASS/1903/3.pdf,9,6,8,13,4,6,15,1,1903231
1903,232,SINGLE,128,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,3,FloorPlan/UPPERCLASS/1903/3.pdf,9,6,8,13,4,6,15,1,1903232
1903,233,SINGLE,140,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,3,FloorPlan/UPPERCLASS/1903/3.pdf,9,6,8,13,4,6,15,1,1903233
1903,234,SINGLE,156,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,3,FloorPlan/UPPERCLASS/1903/3.pdf,9,6,8,13,4,6,15,1,1903234
1903,235,SINGLE,149,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,3,FloorPlan/UPPERCLASS/1903/3.pdf,9,6,8,13,4,6,15,1,1903235
1903,236,QUAD,521,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,3,FloorPlan/UPPERCLASS/1903/3.pdf,9,6,8,13,4,6,15,1,1903236
1903,237,DOUBLE,449,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,3,FloorPlan/UPPERCLASS/1903/3.pdf,9,6,8,13,4,6,15,1,1903237
1903,241,SINGLE,216,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,4,FloorPlan/UPPERCLASS/1903/4.pdf,9,6,8,13,4,6,15,1,1903241
1903,242,SINGLE,157,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,4,FloorPlan/UPPERCLASS/1903/4.pdf,9,6,8,13,4,6,15,1,1903242
1903,243,SINGLE,214,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,4,FloorPlan/UPPERCLASS/1903/4.pdf,9,6,8,13,4,6,15,1,1903243
1903,244,DOUBLE,342,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,4,FloorPlan/UPPERCLASS/1903/4.pdf,9,6,8,13,4,6,15,1,1903244
1903,311,TRIPLE,396,UPPERCLASS,MID-CAMPUS,NO,FEMALE,NO,1,FloorPlan/UPPERCLASS/1903/1.pdf,9,6,8,13,4,6,15,1,1903311
1903,312,SINGLE,172,UPPERCLASS,MID-CAMPUS,NO,FEMALE,NO,1,FloorPlan/UPPERCLASS/1903/1.pdf,9,6,8,13,4,6,15,1,1903312
1903,313,SINGLE,176,UPPERCLASS,MID-CAMPUS,NO,FEMALE,NO,1,FloorPlan/UPPERCLASS/1903/1.pdf,9,6,8,13,4,6,15,1,1903313
1903,314,TRIPLE,394,UPPERCLASS,MID-CAMPUS,NO,FEMALE,NO,1,FloorPlan/UPPERCLASS/1903/1.pdf,9,6,8,13,4,6,15,1,1903314
1903,321,TRIPLE,393,UPPERCLASS,MID-CAMPUS,NO,MALE,NO,2,FloorPlan/UPPERCLASS/1903/2.pdf,9,6,8,13,4,6,15,1,1903321
1903,322,SINGLE,175,UPPERCLASS,MID-CAMPUS,NO,MALE,NO,2,FloorPlan/UPPERCLASS/1903/2.pdf,9,6,8,13,4,6,15,1,1903322
1903,323,SINGLE,175,UPPERCLASS,MID-CAMPUS,NO,MALE,NO,2,FloorPlan/UPPERCLASS/1903/2.pdf,9,6,8,13,4,6,15,1,1903323
1903,324,TRIPLE,389,UPPERCLASS,MID-CAMPUS,NO,MALE,NO,2,FloorPlan/UPPERCLASS/1903/2.pdf,9,6,8,13,4,6,15,1,1903324
1903,332,SINGLE,185,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,3,FloorPlan/UPPERCLASS/1903/3.pdf,9,6,8,13,4,6,15,1,1903332
1903,333,SINGLE,138,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,3,FloorPlan/UPPERCLASS/1903/3.pdf,9,6,8,13,4,6,15,1,1903333
1903,334,SINGLE,124,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,3,FloorPlan/UPPERCLASS/1903/3.pdf,9,6,8,13,4,6,15,1,1903334
1903,401,TRIPLE,593,UPPERCLASS,MID-CAMPUS,NO,UNISEX,NO,0,FloorPlan/UPPERCLASS/1903/0.pdf,9,6,8,13,4,6,15,1,1903401
1903,402,SINGLE,217,UPPERCLASS,MID-CAMPUS,NO,UNISEX,NO,0,FloorPlan/UPPERCLASS/1903/0.pdf,9,6,8,13,4,6,15,1,1903402
1903,411,SINGLE,166,UPPERCLASS,MID-CAMPUS,NO,NONE,NO,1,FloorPlan/UPPERCLASS/1903/1.pdf,9,6,8,13,4,6,15,1,1903411
1903,412,DA,221,UPPERCLASS,MID-CAMPUS,NO,NONE,NO,1,FloorPlan/UPPERCLASS/1903/1.pdf,9,6,8,13,4,6,15,1,1903412
1903,413,TRIPLE,557,UPPERCLASS,MID-CAMPUS,NO,PRIVATE,NO,1,FloorPlan/UPPERCLASS/1903/1.pdf,9,6,8,13,4,6,15,1,1903413
1903,414,SINGLE,203,UPPERCLASS,MID-CAMPUS,NO,NONE,NO,1,FloorPlan/UPPERCLASS/1903/1.pdf,9,6,8,13,4,6,15,1,1903414
1903,421,SINGLE,230,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1903/2.pdf,9,6,8,13,4,6,15,1,1903421
1903,422,DOUBLE,495,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1903/2.pdf,9,6,8,13,4,6,15,1,1903422
1903,431,SINGLE,171,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,3,FloorPlan/UPPERCLASS/1903/3.pdf,9,6,8,13,4,6,15,1,1903431
1903,432,DOUBLE,332,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,3,FloorPlan/UPPERCLASS/1903/3.pdf,9,6,8,13,4,6,15,1,1903432
1903,433,SINGLE,179,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,3,FloorPlan/UPPERCLASS/1903/3.pdf,9,6,8,13,4,6,15,1,1903433
1903,501,QUAD,538,UPPERCLASS,MID-CAMPUS,NO,FEMALE,NO,0,FloorPlan/UPPERCLASS/1903/0.pdf,9,6,8,13,4,6,15,1,1903501
1903,502,DOUBLE,292,UPPERCLASS,MID-CAMPUS,NO,FEMALE,NO,0,FloorPlan/UPPERCLASS/1903/0.pdf,9,6,8,13,4,6,15,1,1903502
1903,503,SINGLE,158,UPPERCLASS,MID-CAMPUS,NO,FEMALE,NO,0,FloorPlan/UPPERCLASS/1903/0.pdf,9,6,8,13,4,6,15,1,1903503
1903,504,DOUBLE,309,UPPERCLASS,MID-CAMPUS,NO,FEMALE,NO,0,FloorPlan/UPPERCLASS/1903/0.pdf,9,6,8,13,4,6,15,1,1903504
1903,511,SINGLE,175,UPPERCLASS,MID-CAMPUS,NO,MALE,NO,1,FloorPlan/UPPERCLASS/1903/1.pdf,9,6,8,13,4,6,15,1,1903511
1903,512,TRIPLE,424,UPPERCLASS,MID-CAMPUS,NO,MALE,NO,1,FloorPlan/UPPERCLASS/1903/1.pdf,9,6,8,13,4,6,15,1,1903512
1903,513,SINGLE,176,UPPERCLASS,MID-CAMPUS,NO,MALE,NO,1,FloorPlan/UPPERCLASS/1903/1.pdf,9,6,8,13,4,6,15,1,1903513
1903,514,SINGLE,163,UPPERCLASS,MID-CAMPUS,NO,MALE,NO,1,FloorPlan/UPPERCLASS/1903/1.pdf,9,6,8,13,4,6,15,1,1903514
1903,515,DOUBLE,369,UPPERCLASS,MID-CAMPUS,NO,MALE,NO,1,FloorPlan/UPPERCLASS/1903/1.pdf,9,6,8,13,4,6,15,1,1903515
1903,516,SINGLE,187,UPPERCLASS,MID-CAMPUS,NO,MALE,NO,1,FloorPlan/UPPERCLASS/1903/1.pdf,9,6,8,13,4,6,15,1,1903516
1903,517,SINGLE,202,UPPERCLASS,MID-CAMPUS,NO,MALE,NO,1,FloorPlan/UPPERCLASS/1903/1.pdf,9,6,8,13,4,6,15,1,1903517
1903,521,SINGLE,163,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1903/2.pdf,9,6,8,13,4,6,15,1,1903521
1903,522,SINGLE,230,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1903/2.pdf,9,6,8,13,4,6,15,1,1903522
1903,523,SINGLE,105,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1903/2.pdf,9,6,8,13,4,6,15,1,1903523
1903,525,DOUBLE,314,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1903/2.pdf,9,6,8,13,4,6,15,1,1903525
1903,526,SINGLE,177,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1903/2.pdf,9,6,8,13,4,6,15,1,1903526
1903,527,SINGLE,188,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1903/2.pdf,9,6,8,13,4,6,15,1,1903527
1903,528,SINGLE,194,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,2,FloorPlan/UPPERCLASS/1903/2.pdf,9,6,8,13,4,6,15,1,1903528
1903,531,SINGLE,207,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,3,FloorPlan/UPPERCLASS/1903/3.pdf,9,6,8,13,4,6,15,1,1903531
1903,532,SINGLE,216,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,3,FloorPlan/UPPERCLASS/1903/3.pdf,9,6,8,13,4,6,15,1,1903532
1903,533,SINGLE,112,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,3,FloorPlan/UPPERCLASS/1903/3.pdf,9,6,8,13,4,6,15,1,1903533
1903,534,SINGLE,119,UPPERCLASS,MID-CAMPUS,NO,MALE and FEMALE,NO,3,FloorPlan/UPPERCLASS/1903/3.pdf,9,6,8,13,4,6,15,1,1903534
